filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_845_ch_2140_strand.fast5	819a0179-0816-485e-a9f4-193e44f40f03	f92717327e20661b488f6bebe7463e7dfa7490be	2140	1743.13425	3.01025	2393	True	0.018	2393	2.99225	2393	1743	13.867	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1700_ch_2458_strand.fast5	90d98a61-f9f4-4c9a-b317-0f7938058942	f92717327e20661b488f6bebe7463e7dfa7490be	2458	1752.7945	2.832	2181	True	0.10575	2181	2.72625	2181	1356	14.149	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_970_ch_2226_strand.fast5	9e878f8b-e76b-4c27-833f-9debe15e9dff	f92717327e20661b488f6bebe7463e7dfa7490be	2226	1756.9335	1.05125	774	True	0.08325	774	0.968	774	577	10.726	-0.002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_813_ch_841_strand.fast5	a28bd7cd-a6d0-47e8-bd0b-759a86974ac1	f92717327e20661b488f6bebe7463e7dfa7490be	841	1766.64575	1.58	1229	True	0.04375	1229	1.53625	1229	1031	10.943	-0.0017
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1040_ch_612_strand.fast5	af518a17-9613-44fd-a273-994249d09ee8	f92717327e20661b488f6bebe7463e7dfa7490be	612	1669.81775	26.31575	21052	False	0.0	21052	26.31575	21052	227	4.493	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_929_ch_779_strand.fast5	af773564-83fc-4d00-b506-3baa7f4b143a	f92717327e20661b488f6bebe7463e7dfa7490be	779	1693.43775	1.31175	997	True	0.065	997	1.24675	997	706	11.112	-0.0013
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2406_ch_2437_strand.fast5	b33260cf-25dd-4282-94c9-02ff86b7a2b5	f92717327e20661b488f6bebe7463e7dfa7490be	2437	1683.4835	38.321	30631	True	0.032	30631	38.289	30631	21869	13.491	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_861_ch_347_strand.fast5	ce3b713e-b027-4654-b06c-4807756cd45d	f92717327e20661b488f6bebe7463e7dfa7490be	347	1713.354	4.148	3165	True	0.191	3165	3.957	3165	2396	12.604	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1139_ch_1123_strand.fast5	ebc65aa2-1678-4938-8081-9a3c7685769b	f92717327e20661b488f6bebe7463e7dfa7490be	1123	1735.49675	2.71325	2083	True	0.10925	2083	2.604	2083	1593	10.893	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_881_ch_924_strand.fast5	f4fd83c7-25b6-4c61-af00-3f91f88ca2b7	f92717327e20661b488f6bebe7463e7dfa7490be	924	1728.6455	2.47625	1962	True	0.0235	1962	2.45275	1962	1479	11.503	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1711_ch_1863_strand.fast5	1ba81bda-1481-4cb9-8f92-62e46ec876fe	f92717327e20661b488f6bebe7463e7dfa7490be	1863	1763.75625	1.34775	1064	True	0.01775	1064	1.33	1064	814	12.034	-0.0013
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_873_ch_347_strand.fast5	1e1c3755-2243-4f96-ad03-676bccd76001	f92717327e20661b488f6bebe7463e7dfa7490be	347	1730.686	1.537	1154	True	0.0935	1154	1.4435	1154	669	10.833	-0.0011
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1090_ch_1802_strand.fast5	1f22d319-4e92-49f8-8dad-238824b80b63	f92717327e20661b488f6bebe7463e7dfa7490be	1802	1696.38475	22.627	18101	True	0.0	18101	22.627	18101	12671	13.016	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_853_ch_1592_strand.fast5	264369e3-28f9-4f2e-bd2f-07d0c379d8c5	f92717327e20661b488f6bebe7463e7dfa7490be	1592	1710.35075	2.44875	1945	True	0.0165	1945	2.43225	1945	1456	11.112	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_816_ch_1102_strand.fast5	299a6b14-a18f-4967-a6d6-9b9b3c2b57f0	f92717327e20661b488f6bebe7463e7dfa7490be	1102	1680.364	14.82175	11814	True	0.05375	11814	14.768	11814	8723	13.056	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_979_ch_970_strand.fast5	2e6c5346-27ff-49f0-862d-8c55c3e5d134	f92717327e20661b488f6bebe7463e7dfa7490be	970	1687.69575	18.94725	14944	False	0.26675	14944	18.6805	14944	92	5.882	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_971_ch_2023_strand.fast5	30f356e7-2c98-4e00-b5f4-bd52af7f9cbb	f92717327e20661b488f6bebe7463e7dfa7490be	2023	1760.07325	2.37975	1882	True	0.02725	1882	2.3525	1882	1403	13.542	-0.0009
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_664_ch_1547_strand.fast5	39ae2056-1331-44a9-afb5-921b28b0f219	f92717327e20661b488f6bebe7463e7dfa7490be	1547	1746.818	4.11175	3289	True	0.0	3289	4.11175	3289	2434	10.441	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1092_ch_2686_strand.fast5	39e4eac7-e212-4afe-8b2d-a568ce1f34a5	f92717327e20661b488f6bebe7463e7dfa7490be	2686	1755.62825	1.2355	932	True	0.0705	932	1.165	932	673	11.711	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1040_ch_2689_strand.fast5	3dfd83e2-8e08-4fc5-a301-6d6611c3054b	f92717327e20661b488f6bebe7463e7dfa7490be	2689	1688.17425	28.9635	23170	False	0.0	23170	28.9635	23170	149	3.701	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1164_ch_1040_strand.fast5	46ea8706-dac3-43b9-8cf8-25dc724ac41f	f92717327e20661b488f6bebe7463e7dfa7490be	1040	1717.46525	27.79425	22177	True	0.072	22177	27.72225	22177	16450	12.873	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_5142_ch_2062_strand.fast5	54002ada-6725-4cbf-9b99-49f4c4684bf3	f92717327e20661b488f6bebe7463e7dfa7490be	2062	1703.85175	5.50825	4406	False	0.0	4406	5.50825	4406	23	4.419	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_5609_ch_760_strand.fast5	71a0a37f-0fc9-400f-9bb8-6dd2a5ca6b04	f92717327e20661b488f6bebe7463e7dfa7490be	760	1697.6315	1.49125	1062	True	0.163	1062	1.32825	1062	825	10.886	-0.0013
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1028_ch_598_strand.fast5	7438a50d-b1e6-4095-8a02-2cae58cf90bb	f92717327e20661b488f6bebe7463e7dfa7490be	598	1696.9575	1.1775	861	True	0.1005	861	1.077	861	520	10.486	-0.0024
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_807_ch_651_strand.fast5	80d509c8-8b2e-4979-8e1d-37183f69142a	f92717327e20661b488f6bebe7463e7dfa7490be	651	1687.639	7.408	5869	True	0.07075	5869	7.33725	5869	4466	10.068	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_574_ch_1280_strand.fast5	95f752cb-a34b-4a1d-afda-5961e417b4ae	f92717327e20661b488f6bebe7463e7dfa7490be	1280	1749.4325	1.0795	785	True	0.098	785	0.9815	785	561	10.147	-0.0019
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_855_ch_1041_strand.fast5	9aad33cc-dafe-4bef-ae6f-838d283c982e	f92717327e20661b488f6bebe7463e7dfa7490be	1041	1743.23775	1.12825	902	True	0.0	902	1.12825	902	631	12.387	-0.002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_857_ch_670_strand.fast5	9fea07b9-6899-43ca-addc-fb227acfce03	f92717327e20661b488f6bebe7463e7dfa7490be	670	1729.3925	2.114	1597	True	0.1175	1597	1.9965	1597	1191	9.622	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2342_ch_2327_strand.fast5	a13787b5-7d67-4562-a4da-38a32d0c7db0	f92717327e20661b488f6bebe7463e7dfa7490be	2327	1663.02675	42.449	33939	True	0.02525	33939	42.42375	33939	20402	13.58	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_889_ch_921_strand.fast5	af3b9f76-6595-44ed-8923-d803605bb47b	f92717327e20661b488f6bebe7463e7dfa7490be	921	1727.25275	3.70125	2921	False	0.04925	2921	3.652	2921	16	3.055	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_861_ch_670_strand.fast5	c05b6655-1814-46d7-bf7b-7b992280eba8	f92717327e20661b488f6bebe7463e7dfa7490be	670	1736.64675	2.955	2280	True	0.104	2280	2.851	2280	1736	11.718	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1108_ch_86_strand.fast5	d05217b1-9bf5-413b-bc82-44baecce8357	f92717327e20661b488f6bebe7463e7dfa7490be	86	1729.64625	2.3925	1734	True	0.22475	1734	2.16775	1734	1343	10.612	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_919_ch_2195_strand.fast5	da9793a7-21db-453a-aabd-75b1038242c5	f92717327e20661b488f6bebe7463e7dfa7490be	2195	1732.5875	1.82725	1461	True	0.0	1461	1.82725	1461	1044	11.07	-0.0018
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1714_ch_1056_strand.fast5	de09ed8d-f48d-4135-9dd6-4aeef12dbb8a	f92717327e20661b488f6bebe7463e7dfa7490be	1056	1770.11625	1.59675	1200	True	0.0965	1200	1.50025	1200	957	12.099	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_703_ch_1370_strand.fast5	e6ef3476-e477-4825-9053-3ee01ecc3ca7	f92717327e20661b488f6bebe7463e7dfa7490be	1370	1717.29225	5.09775	4063	True	0.01825	4063	5.0795	4063	3120	11.39	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_941_ch_467_strand.fast5	e9685ec1-66a7-44fe-b9c7-1c2fb736bf58	f92717327e20661b488f6bebe7463e7dfa7490be	467	1735.90575	1.424	1060	True	0.09825	1060	1.32575	1060	671	9.531	-0.0016
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_845_ch_398_strand.fast5	ea11b887-dbd2-409f-98dc-5fb289142bf1	f92717327e20661b488f6bebe7463e7dfa7490be	398	1685.8755	8.071	6456	True	0.0	6456	8.071	6456	4799	12.994	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1039_ch_2643_strand.fast5	edd6e0fb-0102-4c23-a94b-570f2ac8c4ed	f92717327e20661b488f6bebe7463e7dfa7490be	2643	1702.1015	6.0995	4848	True	0.03875	4848	6.06075	4848	3498	13.83	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_959_ch_2447_strand.fast5	f0cdf45f-d6b5-4bb3-a2ba-e6b125ce62bd	f92717327e20661b488f6bebe7463e7dfa7490be	2447	1720.081	1.30475	988	True	0.0695	988	1.23525	988	739	12.084	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1189_ch_2335_strand.fast5	f189c5d6-2220-48fe-b728-597d6b568b85	f92717327e20661b488f6bebe7463e7dfa7490be	2335	1736.13325	1.9865	1548	True	0.05125	1548	1.93525	1548	1107	10.792	-0.0013
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1088_ch_2036_strand.fast5	f28ed57b-74ac-4a83-8e98-d13c1b6f00cc	f92717327e20661b488f6bebe7463e7dfa7490be	2036	1740.04525	1.18025	849	True	0.118	849	1.06225	849	584	12.687	-0.0011
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_916_ch_861_strand.fast5	fbc7d574-8a08-40b2-bed1-be8654df08ec	f92717327e20661b488f6bebe7463e7dfa7490be	861	1767.69025	2.03525	1628	True	0.0	1628	2.03525	1628	1210	13.135	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1086_ch_2036_strand.fast5	fc5c0cc1-94b7-4a90-8355-1c6cc31cbbb5	f92717327e20661b488f6bebe7463e7dfa7490be	2036	1735.042	3.7215	2666	True	0.38875	2666	3.33275	2666	1990	10.711	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1165_ch_817_strand.fast5	0cf747c4-048a-4738-bb66-d2703de1322f	f92717327e20661b488f6bebe7463e7dfa7490be	817	1755.5385	1.065	757	True	0.11825	757	0.94675	757	552	9.679	-0.0017
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1588_ch_1712_strand.fast5	15de1bd0-bbf4-459b-aeb8-6a350316b20b	f92717327e20661b488f6bebe7463e7dfa7490be	1712	1750.24025	1.87525	1398	True	0.127	1398	1.74825	1398	987	9.531	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1165_ch_1451_strand.fast5	1c525b4e-49a3-4315-986c-6744d03cfd28	f92717327e20661b488f6bebe7463e7dfa7490be	1451	1701.49225	18.2505	14589	True	0.014	14589	18.2365	14589	11016	12.727	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_403_ch_918_strand.fast5	2424cde3-73cf-4649-9900-cb23a16291cf	f92717327e20661b488f6bebe7463e7dfa7490be	918	1703.80525	26.245	20990	False	0.00725	20990	26.23775	20990	310	4.838	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1747_ch_1774_strand.fast5	2da844df-daea-4fdd-877b-048849769ab6	f92717327e20661b488f6bebe7463e7dfa7490be	1774	1693.37075	26.32225	21053	False	0.005	21053	26.31725	21053	705	4.454	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_969_ch_618_strand.fast5	3888cdec-f54e-4c28-ae88-663336e5a57a	f92717327e20661b488f6bebe7463e7dfa7490be	618	1688.8395	17.794	13846	False	0.4865	13846	17.3075	13846	257	3.884	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1990_ch_843_strand.fast5	3cefcc32-06e5-4c6b-b183-3c75c5653e5f	f92717327e20661b488f6bebe7463e7dfa7490be	843	1701.7665	21.714	17286	True	0.1055	17286	21.6085	17286	6760	7.463	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1882_ch_990_strand.fast5	427f0392-5d74-47c3-bea8-828b7fff0870	f92717327e20661b488f6bebe7463e7dfa7490be	990	1719.466	26.2405	20992	False	0.0	20992	26.2405	20992	392	3.872	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_942_ch_168_strand.fast5	516426b0-2e1a-4d06-9644-42a5a37685e2	f92717327e20661b488f6bebe7463e7dfa7490be	168	1707.22075	5.67775	4464	False	0.0975	4464	5.58025	4464	1523	6.11	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1540_ch_1445_strand.fast5	5ba4ca43-c4a5-4958-a53a-987827162851	f92717327e20661b488f6bebe7463e7dfa7490be	1445	1747.6085	3.07025	2448	True	0.00925	2448	3.061	2448	1760	10.5	-0.0009
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1239_ch_66_strand.fast5	61fd77f0-0d56-4190-b6bc-8e469c8646d2	f92717327e20661b488f6bebe7463e7dfa7490be	66	1762.58775	6.24225	4993	True	0.0	4993	6.24225	4993	3428	13.995	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_873_ch_2209_strand.fast5	77e5aa74-4d07-45f1-baf9-aab5b10b5bd9	f92717327e20661b488f6bebe7463e7dfa7490be	2209	1701.15525	1.79675	1392	True	0.05625	1392	1.7405	1392	1068	10.327	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_698_ch_788_strand.fast5	8152d6b4-987e-4126-9928-2df97050d845	f92717327e20661b488f6bebe7463e7dfa7490be	788	1744.28025	1.38925	1007	True	0.12975	1007	1.2595	1007	788	9.283	-0.0021
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1379_ch_2106_strand.fast5	89c63c88-27d5-41d5-bcf5-499cf91ba40b	f92717327e20661b488f6bebe7463e7dfa7490be	2106	1740.42625	1.756	1352	True	0.066	1352	1.69	1352	972	11.402	-0.0009
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1483_ch_2569_strand.fast5	9da84a67-d029-4355-b0a1-2bd953a5349f	f92717327e20661b488f6bebe7463e7dfa7490be	2569	1714.48825	22.016	17535	True	0.09725	17535	21.91875	17535	12410	12.821	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_866_ch_1766_strand.fast5	aa18b8eb-252e-4a5c-b3df-70e8b11000c5	f92717327e20661b488f6bebe7463e7dfa7490be	1766	1704.28125	2.47325	1921	True	0.0715	1921	2.40175	1921	1464	10.178	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_734_ch_689_strand.fast5	ab2db0d7-e938-4bd9-ac9f-380fb509b241	f92717327e20661b488f6bebe7463e7dfa7490be	689	1716.8155	10.65125	8521	False	0.0	8521	10.65125	8521	75	4.449	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_877_ch_936_strand.fast5	bb6fa9ff-ea35-43c1-ae2b-d12ff5d2cbf6	f92717327e20661b488f6bebe7463e7dfa7490be	936	1728.1535	1.94225	1553	True	0.0	1553	1.94225	1553	1140	11.138	-0.0013
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_945_ch_1289_strand.fast5	bc91b7d5-e5b0-4f54-a21d-48455eb46eb2	f92717327e20661b488f6bebe7463e7dfa7490be	1289	1716.905	3.05775	2446	True	0.0	2446	3.05775	2446	1858	9.838	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_937_ch_1405_strand.fast5	bfbe11c8-0434-49b6-9765-c9ff4dbf3128	f92717327e20661b488f6bebe7463e7dfa7490be	1405	1698.51275	3.07175	1605	False	1.0645	1605	2.00725	1605	90	3.519	-0.0014
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_695_ch_1370_strand.fast5	d06fc970-3460-4833-bad5-ef14d4636086	f92717327e20661b488f6bebe7463e7dfa7490be	1370	1699.78575	1.2525	962	True	0.049	962	1.2035	962	742	11.244	-0.0023
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_896_ch_910_strand.fast5	d180c83b-cee6-4739-ad7f-5b5bd4472876	f92717327e20661b488f6bebe7463e7dfa7490be	910	1698.31	1.90925	1342	True	0.23125	1342	1.678	1342	1008	13.164	-0.0013
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1000_ch_2764_strand.fast5	d20b30c0-21e1-4b07-b470-3a9e3697b0b5	f92717327e20661b488f6bebe7463e7dfa7490be	2764	1717.2185	1.347	802	True	0.34425	802	1.00275	802	579	10.74	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1348_ch_1769_strand.fast5	d5c872ce-c05c-4184-90bd-4602f8fe5c17	f92717327e20661b488f6bebe7463e7dfa7490be	1769	1682.5705	29.22675	23337	False	0.05475	23337	29.172	23337	2410	6.319	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1244_ch_275_strand.fast5	f2c0e6b9-cc38-4adb-bb71-1b81d70f20ff	f92717327e20661b488f6bebe7463e7dfa7490be	275	1750.581	2.93275	2346	True	0.0	2346	2.93275	2346	1619	8.846	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1094_ch_2695_strand.fast5	0909348d-7318-4266-898b-dd7cfb84db2d	f92717327e20661b488f6bebe7463e7dfa7490be	2695	1762.6315	1.743	1281	True	0.14125	1281	1.60175	1281	913	9.932	-0.0011
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_855_ch_958_strand.fast5	153bff58-ca33-4cf0-8653-b369d3dfcb0e	f92717327e20661b488f6bebe7463e7dfa7490be	958	1757.835	1.1315	905	True	0.0	905	1.1315	905	680	10.445	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1851_ch_2287_strand.fast5	2808e993-441a-4160-9140-8440c1c5fc9e	f92717327e20661b488f6bebe7463e7dfa7490be	2287	1725.87675	7.47425	5921	True	0.07275	5921	7.4015	5921	3754	10.597	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_933_ch_2752_strand.fast5	2fec02c8-3e35-43ac-b26a-5094da820f57	f92717327e20661b488f6bebe7463e7dfa7490be	2752	1752.69825	3.094	2210	True	0.33125	2210	2.76275	2210	1680	12.615	-0.0009
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1722_ch_2315_strand.fast5	45b29105-7cfe-4579-9916-bad789ae766a	f92717327e20661b488f6bebe7463e7dfa7490be	2315	1760.19725	1.763	1388	True	0.027	1388	1.736	1388	961	9.44	-0.0013
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1243_ch_2706_strand.fast5	4cfc7f6b-24c6-40ff-a184-1e6e62939391	f92717327e20661b488f6bebe7463e7dfa7490be	2706	1720.93875	4.271	3271	True	0.1815	3271	4.0895	3271	1268	11.622	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_700_ch_895_strand.fast5	52a718f2-a29a-46e2-b5ae-5de06f85090d	f92717327e20661b488f6bebe7463e7dfa7490be	895	1743.916	2.24575	1733	True	0.079	1733	2.16675	1733	1257	10.785	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_977_ch_779_strand.fast5	57549334-8ead-4cae-b7b8-7051d54ee3a2	f92717327e20661b488f6bebe7463e7dfa7490be	779	1767.03325	1.75425	1354	True	0.06125	1354	1.693	1354	1022	14.082	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_966_ch_2398_strand.fast5	61bdcb7d-0295-4f59-9b02-d0e09ad3c39d	f92717327e20661b488f6bebe7463e7dfa7490be	2398	1720.01175	1.7115	1355	True	0.01675	1355	1.69475	1355	1056	10.994	-0.0019
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1048_ch_2476_strand.fast5	6283e446-85e4-4f07-8613-af09d0b74a20	f92717327e20661b488f6bebe7463e7dfa7490be	2476	1696.47	2.1105	1559	True	0.161	1559	1.9495	1559	1042	9.991	-0.0011
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1127_ch_1133_strand.fast5	7a406fc2-f4b0-40f6-b172-17f8098ef34d	f92717327e20661b488f6bebe7463e7dfa7490be	1133	1728.2115	1.513	1126	True	0.1045	1126	1.4085	1126	859	13.249	-0.0014
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2079_ch_2677_strand.fast5	900e5204-9646-4dd4-9684-f8571ce3ab96	f92717327e20661b488f6bebe7463e7dfa7490be	2677	1718.571	8.1035	6455	True	0.03425	6455	8.06925	6455	4219	10.857	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_584_ch_1280_strand.fast5	931c859f-d348-40a7-8d7f-5156a8a47e05	f92717327e20661b488f6bebe7463e7dfa7490be	1280	1763.18925	1.352	990	True	0.1135	990	1.2385	990	721	10.444	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1989_ch_1833_strand.fast5	9389015b-dc10-4b7d-bfb8-bddf605bbce7	f92717327e20661b488f6bebe7463e7dfa7490be	1833	1723.76725	2.1035	1537	False	0.18175	1537	1.92175	1537	46	3.7	-0.0019
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1728_ch_977_strand.fast5	9ef2c5b6-9ec0-4d02-8700-85b58d6b4105	f92717327e20661b488f6bebe7463e7dfa7490be	977	1695.3	1.09175	873	True	0.0	873	1.09175	873	648	10.318	-0.0022
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2189_ch_1392_strand.fast5	bf06068e-e433-4241-85c1-f353eed49bc4	f92717327e20661b488f6bebe7463e7dfa7490be	1392	1690.9115	3.951	3160	True	0.0	3160	3.951	3160	2303	10.45	-0.0009
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1164_ch_956_strand.fast5	bf9cc2a7-9094-4a7f-bee2-e2b92ff048ae	f92717327e20661b488f6bebe7463e7dfa7490be	956	1709.01675	5.5095	4407	False	0.0	4407	5.5095	4407	112	4.543	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1887_ch_2751_strand.fast5	c9113c87-05c7-4d3b-ac2c-c9cfd8f2096a	f92717327e20661b488f6bebe7463e7dfa7490be	2751	1718.9125	5.15575	4124	True	0.0	4124	5.15575	4124	2941	10.581	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_582_ch_1280_strand.fast5	cbd0bb25-bdf9-4a2c-8b15-2af101832a3d	f92717327e20661b488f6bebe7463e7dfa7490be	1280	1760.1555	1.4385	1088	True	0.07775	1088	1.36075	1088	830	9.012	-0.0017
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1020_ch_717_strand.fast5	cfcab5ef-c629-4b10-9522-7240b8c97e79	f92717327e20661b488f6bebe7463e7dfa7490be	717	1710.6395	2.07725	1564	True	0.12225	1564	1.955	1564	1164	10.143	-0.0006
